ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4df0-policy_DotProd1000demergemd30cc-de_merge-gs_random-scmd_30cc-origin_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4df0-policy_DotProd1000demergemd30cc-de_merge-gs_random-scmd_30cc-origin_ratio,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4df0-policy_DotProd1000demergemd30cc-de_merge-gs_random-scmd_30cc-origin_q124,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4df0-policy_DotProd1000demergemd30cc-de_merge-gs_random-scmd_30cc-bellman_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4df0-policy_DotProd1000demergemd30cc-de_merge-gs_random-scmd_30cc-bellman_ratio
420784.74,7.38,2.2,167339.83,2.93
420733.02,7.38,2.21,167339.83,2.93
420681.29,7.38,2.21,167310.34,2.93
420477.16,7.37,2.2,167124.31,2.93
420190.07,7.37,2.2,166813.9,2.93
420138.35,7.37,2.2,166730.29,2.92
419775.91,7.36,2.19,166348.92,2.92
420154.6,7.37,2.2,166366.04,2.92
419860.46,7.37,2.19,166069.29,2.91
419808.74,7.37,2.2,166390.11,2.92
419757.02,7.37,2.2,166360.61,2.92
419705.29,7.37,2.2,166277.0,2.92
419601.84,7.37,2.2,166163.9,2.92
419188.05,7.37,2.2,166163.9,2.92
418188.05,7.36,2.18,165163.9,2.91
418460.46,7.36,2.19,165227.8,2.91
418408.73,7.36,2.19,165376.09,2.91
418357.01,7.36,2.19,165372.85,2.91
418305.29,7.36,2.19,165262.99,2.91
418442.11,7.37,2.19,165385.61,2.91
418081.7,7.36,2.19,165004.57,2.9
417877.57,7.36,2.18,164799.28,2.9
417825.84,7.36,2.19,164742.28,2.9
417774.12,7.36,2.19,164629.18,2.9
417479.99,7.35,2.18,164333.89,2.89
417933.36,7.36,2.19,164882.24,2.9
417636.66,7.36,2.18,164531.42,2.9
417584.94,7.36,2.18,164528.18,2.9
418038.31,7.37,2.19,164888.25,2.91
417986.59,7.37,2.19,164858.76,2.91
417934.86,7.37,2.19,164775.15,2.9
417638.16,7.36,2.19,164512.97,2.9
417586.44,7.36,2.19,164399.87,2.9
417723.26,7.37,2.19,164586.05,2.9
417671.54,7.37,2.19,164582.8,2.9
417619.82,7.37,2.19,164472.94,2.9
417568.09,7.37,2.19,164443.45,2.9
417409.54,7.36,2.19,164285.13,2.9
417409.54,7.36,2.19,164285.13,2.9
417846.88,7.37,2.2,164724.8,2.91
417397.82,7.37,2.19,164241.52,2.9
417346.09,7.37,2.19,164221.2,2.9
417294.37,7.37,2.19,164128.42,2.9
417242.65,7.37,2.19,164108.1,2.9
417190.92,7.37,2.19,164015.32,2.9
417190.92,7.37,2.19,164015.32,2.9
417139.2,7.37,2.19,163985.83,2.9
417087.47,7.37,2.2,163902.21,2.9
417035.75,7.37,2.2,163898.97,2.9
417414.44,7.38,2.2,164191.59,2.9
417551.26,7.38,2.21,164314.21,2.9
417417.2,7.38,2.2,164208.7,2.9
417260.25,7.37,2.2,164051.75,2.9
417208.53,7.37,2.2,163994.75,2.9
417156.8,7.37,2.2,163991.51,2.9
417293.63,7.38,2.21,164060.38,2.9
417241.91,7.38,2.21,163948.14,2.9
417190.18,7.38,2.21,163947.27,2.9
417138.46,7.38,2.21,163917.78,2.9
417086.73,7.38,2.21,163834.17,2.9
417035.01,7.38,2.21,163853.16,2.9
417035.01,7.38,2.21,163853.16,2.9
416983.28,7.38,2.21,163721.07,2.9
416931.56,7.38,2.21,163607.97,2.9
416879.84,7.38,2.21,163607.97,2.9
416828.11,7.38,2.21,163587.65,2.9
417100.52,7.39,2.22,163820.16,2.9
417048.79,7.39,2.22,163790.66,2.9
416997.07,7.39,2.22,163707.05,2.9
416945.35,7.39,2.22,163593.95,2.9
416893.62,7.39,2.22,163593.95,2.9
416893.62,7.39,2.22,163593.95,2.9
416841.9,7.39,2.22,163481.71,2.9
416790.17,7.39,2.22,163480.85,2.9
417160.89,7.4,2.22,163610.03,2.9
416798.45,7.39,2.22,163367.75,2.9
416746.73,7.39,2.22,163427.75,2.9
416883.55,7.4,2.22,163550.36,2.9
416831.83,7.4,2.22,163493.37,2.9
416585.48,7.39,2.22,163246.4,2.9
416533.75,7.39,2.22,163133.3,2.9
416482.03,7.39,2.22,163133.3,2.9
416430.31,7.39,2.22,163068.3,2.89
416378.58,7.39,2.22,163020.2,2.89
416749.3,7.4,2.23,163149.37,2.9
416697.58,7.4,2.23,163302.12,2.9
416969.98,7.41,2.23,163366.02,2.9
416918.26,7.41,2.23,163514.31,2.9
416866.53,7.41,2.23,163449.31,2.9
417003.36,7.41,2.24,163579.93,2.91
416640.92,7.4,2.23,163244.9,2.9
417019.61,7.41,2.24,163262.02,2.9
416967.88,7.41,2.24,163582.84,2.91
416916.16,7.41,2.24,163469.74,2.91
416864.43,7.41,2.24,163469.74,2.91
416812.71,7.41,2.24,163356.63,2.91
416949.54,7.42,2.24,163542.81,2.91
416897.81,7.42,2.25,163513.32,2.91
416846.09,7.42,2.25,163429.71,2.91
416794.36,7.42,2.25,163426.46,2.91
416931.19,7.42,2.25,163495.33,2.91
417068.02,7.43,2.25,163617.94,2.91
417204.84,7.43,2.26,163739.67,2.92
417153.12,7.43,2.26,163736.43,2.92
417101.39,7.43,2.26,163626.57,2.91
417238.22,7.43,2.26,163749.18,2.92
417186.5,7.43,2.26,163699.64,2.92
417323.32,7.44,2.26,163822.26,2.92
417648.69,7.44,2.27,164158.06,2.93
417596.96,7.44,2.27,164154.81,2.93
417545.24,7.44,2.27,164044.95,2.92
417545.24,7.44,2.27,164044.95,2.92
417493.51,7.45,2.27,164041.71,2.93
417289.38,7.44,2.27,163836.42,2.92
417426.21,7.45,2.27,163905.29,2.92
417374.48,7.45,2.27,163792.18,2.92
417014.07,7.44,2.27,163411.15,2.92
416719.94,7.44,2.26,163115.86,2.91
416668.22,7.44,2.26,163115.86,2.91
416381.13,7.43,2.26,162807.72,2.91
416517.95,7.43,2.26,162930.33,2.91
416466.23,7.43,2.26,162873.34,2.91
416414.51,7.44,2.26,162870.1,2.91
416793.19,7.44,2.27,163162.72,2.91
416741.47,7.44,2.27,163049.62,2.91
416689.75,7.44,2.27,163049.62,2.91
416329.33,7.44,2.27,162717.13,2.91
416277.61,7.44,2.27,162736.12,2.91
416225.88,7.44,2.27,162604.03,2.91
416174.16,7.44,2.27,162583.71,2.91
416536.31,7.45,2.27,162914.19,2.91
416484.59,7.45,2.27,162910.94,2.91
416432.87,7.45,2.27,162801.08,2.91
416569.69,7.45,2.28,162923.7,2.91
416517.97,7.45,2.28,162874.15,2.91
416880.12,7.46,2.29,162761.05,2.91
416828.4,7.46,2.29,163184.31,2.92
416494.52,7.45,2.28,162841.05,2.91
416442.8,7.45,2.28,162860.54,2.91
416391.07,7.45,2.28,162727.95,2.91
416107.19,7.45,2.28,162434.7,2.91
416244.02,7.45,2.28,162557.31,2.91
415830.23,7.46,2.28,162557.31,2.91
415778.5,7.46,2.28,162500.32,2.91
415726.78,7.46,2.28,162480.0,2.91
415675.05,7.46,2.28,162387.21,2.91
415623.33,7.46,2.28,162383.97,2.91
415571.61,7.46,2.29,162274.11,2.91
416091.83,7.47,2.29,162369.95,2.91
416462.55,7.47,2.3,163263.22,2.93
416321.01,7.47,2.3,163101.94,2.93
416269.29,7.47,2.3,162988.84,2.93
416055.24,7.47,2.3,162606.91,2.92
415694.83,7.46,2.29,162324.91,2.91
415643.11,7.46,2.29,162324.91,2.91
415591.38,7.46,2.29,162211.81,2.91
415728.21,7.47,2.3,162398.04,2.92
415865.03,7.47,2.3,162520.66,2.92
415813.31,7.47,2.3,162463.66,2.92
415761.59,7.47,2.3,162443.34,2.92
415709.86,7.47,2.3,162350.56,2.92
415658.14,7.47,2.3,162237.46,2.92
415606.41,7.47,2.3,162237.46,2.92
415606.41,7.47,2.3,162237.46,2.92
415554.69,7.47,2.3,162125.22,2.92
415691.51,7.48,2.31,162310.53,2.92
415828.34,7.48,2.31,162433.14,2.92
416199.06,7.49,2.32,162433.14,2.92
416147.33,7.49,2.32,162376.15,2.92
416095.61,7.49,2.32,162376.15,2.92
416043.89,7.49,2.32,162738.38,2.93
415681.44,7.48,2.31,162474.2,2.93
415629.72,7.48,2.31,162436.15,2.92
415578.0,7.48,2.31,162323.05,2.92
415526.27,7.48,2.31,162323.05,2.92
415474.55,7.49,2.31,162258.05,2.92
415422.82,7.49,2.31,162209.94,2.92
415876.2,7.49,2.32,162336.49,2.93
416013.02,7.5,2.33,162698.07,2.93
415961.3,7.5,2.33,162719.48,2.93
415909.58,7.5,2.33,162584.97,2.93
415857.85,7.5,2.33,162581.73,2.93
415806.13,7.5,2.33,162471.87,2.93
415942.95,7.5,2.33,162594.48,2.93
415891.23,7.5,2.33,162545.17,2.93
416028.06,7.51,2.33,162667.78,2.94
415708.06,7.5,2.33,162347.78,2.93
415656.33,7.5,2.33,162298.24,2.93
415181.23,7.49,2.32,161914.66,2.92
415129.51,7.5,2.32,161806.34,2.92
415077.78,7.5,2.32,161801.55,2.92
415026.06,7.5,2.32,161798.31,2.92
414706.06,7.49,2.32,161478.31,2.92
414654.34,7.49,2.32,161368.45,2.92
414602.61,7.49,2.32,161255.35,2.91
414550.89,7.49,2.32,161255.35,2.91
414921.61,7.5,2.33,161255.35,2.91
415441.83,7.51,2.34,161677.08,2.92
415390.11,7.51,2.34,161893.98,2.93
415390.11,7.51,2.34,161893.98,2.93
415176.06,7.51,2.33,161255.35,2.92
415546.78,7.51,2.34,162555.88,2.94
415495.06,7.51,2.34,162552.63,2.94
415204.13,7.51,2.34,162173.61,2.93
415340.96,7.51,2.34,162242.47,2.93
415477.78,7.52,2.34,162365.09,2.94
415319.23,7.51,2.34,162208.92,2.93
415456.06,7.52,2.34,162330.64,2.94
415592.88,7.52,2.35,162453.26,2.94
415729.71,7.52,2.35,162574.99,2.94
415729.71,7.52,2.35,162574.99,2.94
415367.27,7.52,2.35,162167.19,2.94
415315.54,7.52,2.35,162054.08,2.93
415263.82,7.52,2.35,162054.08,2.93
415212.1,7.52,2.35,161941.84,2.93
415160.37,7.52,2.35,161940.98,2.93
415297.2,7.52,2.35,162063.6,2.94
415434.02,7.53,2.35,162185.32,2.94
415804.74,7.53,2.36,162314.5,2.94
416130.11,7.54,2.37,162898.71,2.95
416078.38,7.54,2.37,162785.61,2.95
416026.66,7.54,2.37,162785.61,2.95
415664.22,7.54,2.36,162367.08,2.94
415612.49,7.54,2.36,162346.77,2.94
415560.77,7.54,2.36,162253.98,2.94
415509.04,7.54,2.37,162140.88,2.94
415645.87,7.54,2.37,162327.28,2.95
415594.14,7.54,2.37,162214.18,2.94
415542.42,7.54,2.37,162214.18,2.94
415490.7,7.54,2.37,162101.08,2.94
415438.97,7.54,2.37,162101.08,2.94
415438.97,7.54,2.37,162101.08,2.94
415227.95,7.54,2.37,161925.53,2.94
415176.22,7.54,2.37,161896.04,2.94
415124.5,7.54,2.37,161812.43,2.94
415072.78,7.54,2.37,161699.33,2.94
415021.05,7.54,2.37,161699.33,2.94
414969.33,7.54,2.37,161679.01,2.94
415241.73,7.55,2.37,161911.52,2.94
415378.56,7.55,2.38,162034.13,2.95
415326.84,7.55,2.38,161984.59,2.95
415275.11,7.55,2.38,161955.1,2.95
415645.83,7.56,2.39,162266.51,2.95
415293.39,7.55,2.38,161941.49,2.95
415241.66,7.55,2.38,161828.38,2.94
415378.49,7.56,2.38,162014.56,2.95
415326.77,7.56,2.39,161906.24,2.95
415326.77,7.56,2.39,161905.48,2.95
415326.77,7.56,2.39,161905.48,2.95
415275.04,7.56,2.39,161900.7,2.95
415411.87,7.56,2.39,162023.32,2.95
415360.14,7.56,2.39,161973.77,2.95
415308.42,7.56,2.39,161953.46,2.95
415256.69,7.56,2.39,161860.67,2.95
415627.41,7.57,2.4,161860.67,2.95
415575.69,7.57,2.4,161860.67,2.95
415523.96,7.57,2.4,162222.98,2.96
415796.37,7.58,2.4,162516.57,2.96
415744.65,7.58,2.41,162408.25,2.96
415881.47,7.58,2.41,162589.64,2.96
415829.75,7.58,2.41,162477.4,2.96
415829.75,7.58,2.41,162477.4,2.96
415829.75,7.58,2.41,162477.4,2.96
415829.75,7.58,2.41,162477.4,2.96
415966.57,7.59,2.41,162662.71,2.97
415966.57,7.59,2.41,162662.71,2.97
415914.85,7.59,2.41,162633.22,2.97
415863.13,7.59,2.41,162549.61,2.97
415811.4,7.59,2.41,162520.12,2.97
415448.96,7.58,2.41,162250.45,2.96
415242.06,7.58,2.41,162250.45,2.96
415378.89,7.59,2.41,162345.56,2.96
415749.61,7.59,2.42,162460.5,2.97
415455.48,7.59,2.42,162164.28,2.96
415592.3,7.59,2.42,162472.87,2.97
415729.13,7.6,2.42,162595.49,2.97
415865.95,7.6,2.43,162717.22,2.97
415814.23,7.6,2.43,162696.9,2.97
415762.51,7.6,2.43,162604.12,2.97
415710.78,7.6,2.43,162491.01,2.97
415847.61,7.6,2.43,162677.19,2.97
415795.88,7.6,2.43,162647.7,2.97
415744.16,7.61,2.43,162564.09,2.97
415880.99,7.61,2.44,162686.7,2.98
415829.26,7.61,2.44,162629.71,2.98
415966.09,7.61,2.44,162752.32,2.98
415914.36,7.61,2.44,162695.33,2.98
415551.92,7.61,2.44,162406.01,2.97
415551.92,7.61,2.44,162406.01,2.97
415500.2,7.61,2.44,162292.91,2.97
415870.91,7.62,2.44,162734.36,2.98
415819.19,7.62,2.44,162714.04,2.98
415956.02,7.62,2.45,162799.98,2.98
415593.57,7.61,2.44,162418.53,2.98
415541.85,7.61,2.44,162389.04,2.98
415490.13,7.61,2.44,162305.43,2.97
415153.04,7.61,2.44,161997.46,2.97
415523.75,7.62,2.44,161997.46,2.97
415472.03,7.62,2.44,161997.46,2.97
415850.72,7.62,2.45,162750.62,2.98
416221.44,7.63,2.46,163447.92,3.0
416169.71,7.63,2.46,163444.68,3.0
415809.3,7.63,2.45,162991.8,2.99
415757.58,7.63,2.45,162881.93,2.99
415705.85,7.63,2.45,162861.62,2.99
415491.81,7.62,2.45,162467.77,2.98
415440.08,7.62,2.45,162374.98,2.98
415388.36,7.62,2.45,162262.74,2.98
415336.64,7.62,2.45,162261.88,2.98
415473.46,7.63,2.46,162384.5,2.98
415421.74,7.63,2.46,162327.5,2.98
415059.29,7.62,2.45,162061.97,2.98
414949.29,7.62,2.45,161951.97,2.97
414897.57,7.62,2.45,161948.73,2.97
414845.85,7.62,2.45,161838.87,2.97
414845.85,7.62,2.45,161838.87,2.97
414794.12,7.62,2.45,161818.55,2.97
415164.84,7.63,2.46,162120.8,2.98
415113.12,7.63,2.46,162007.69,2.98
415249.94,7.63,2.46,162193.87,2.98
415386.77,7.64,2.47,162316.48,2.98
415024.33,7.63,2.46,161981.46,2.98
414972.6,7.63,2.46,161924.46,2.98
415109.43,7.64,2.46,162047.08,2.98
415246.25,7.64,2.47,162168.8,2.98
415194.53,7.64,2.47,162148.49,2.98
415142.81,7.64,2.47,162055.7,2.98
415142.81,7.64,2.47,162055.7,2.98
415279.63,7.64,2.47,162178.32,2.99
414985.5,7.64,2.47,161883.03,2.98
414933.78,7.64,2.47,161826.03,2.98
415387.15,7.65,2.48,161952.58,2.98
415907.38,7.66,2.49,161952.58,2.98
415907.38,7.66,2.49,161952.58,2.98
415626.14,7.65,2.48,161952.58,2.98
415574.42,7.65,2.48,162182.86,2.99
415711.24,7.66,2.49,162574.07,2.99
415236.14,7.65,2.48,162134.15,2.99
415184.42,7.65,2.48,162035.67,2.99
415132.7,7.65,2.48,162192.42,2.99
414911.98,7.65,2.47,162000.2,2.99
415365.36,7.66,2.48,162126.74,2.99
415313.63,7.66,2.48,162435.51,2.99
415450.46,7.66,2.49,162558.12,3.0
415398.73,7.66,2.49,162501.13,3.0
415347.01,7.66,2.49,162497.89,3.0
415295.29,7.66,2.49,162388.03,3.0
415432.11,7.67,2.49,162510.64,3.0
415057.01,7.66,2.49,162092.23,2.99
415005.29,7.66,2.49,162042.69,2.99
414953.56,7.66,2.49,161977.69,2.99
414901.84,7.66,2.49,161929.58,2.99
415227.2,7.67,2.49,161816.48,2.99
415664.54,7.68,2.5,162722.43,3.0
415475.89,7.67,2.5,162505.26,3.0
415424.16,7.67,2.5,162440.26,3.0
415137.07,7.67,2.5,162118.42,2.99
415657.3,7.68,2.51,162174.54,3.0
416028.02,7.69,2.51,162567.89,3.0
416029.62,7.69,2.51,162569.7,3.0
415977.9,7.69,2.51,162549.38,3.0
415926.17,7.69,2.51,162456.59,3.0
415874.45,7.69,2.51,162427.1,3.0
416011.27,7.69,2.52,162522.22,3.0
415959.55,7.69,2.52,162518.97,3.01
415907.83,7.69,2.52,162409.11,3.0
416044.65,7.7,2.52,162531.73,3.01
415992.93,7.7,2.52,162474.73,3.01
415941.2,7.7,2.52,162454.42,3.01
415889.48,7.7,2.52,162361.63,3.0
415837.75,7.7,2.52,162248.53,3.0
415786.03,7.7,2.53,162248.53,3.0
415734.31,7.7,2.53,162245.29,3.0
415682.58,7.7,2.53,162135.43,3.0
415819.41,7.7,2.53,162258.04,3.01
415819.41,7.7,2.53,162258.04,3.01
415767.68,7.7,2.53,162201.05,3.01
415715.96,7.7,2.53,162197.81,3.01
415664.24,7.7,2.53,162087.95,3.0
415664.24,7.7,2.53,162087.95,3.0
415612.51,7.7,2.53,161974.84,3.0
415250.07,7.7,2.53,161593.39,3.0
415198.35,7.7,2.53,161593.39,3.0
415146.62,7.7,2.53,161590.15,3.0
415146.62,7.7,2.53,161590.15,3.0
415094.9,7.7,2.53,161480.29,3.0
415043.17,7.7,2.53,161367.19,2.99
414991.45,7.7,2.53,161367.19,2.99
414939.72,7.7,2.53,161363.95,2.99
414888.0,7.7,2.53,161254.09,2.99
415408.23,7.71,2.54,161254.09,2.99
415545.05,7.72,2.54,161376.71,3.0
415681.88,7.72,2.55,161498.43,3.0
416135.25,7.73,2.56,161624.98,3.0
415854.02,7.72,2.55,161624.98,3.0
415802.29,7.72,2.55,161855.26,3.01
415750.57,7.72,2.55,161825.76,3.01
415698.85,7.72,2.55,161742.15,3.01
416226.5,7.73,2.56,162085.42,3.01
416363.33,7.74,2.57,162389.11,3.02
416311.6,7.74,2.57,162619.81,3.02
416448.43,7.74,2.57,162742.43,3.03
416339.88,7.74,2.57,162635.16,3.02
416288.15,7.74,2.57,162578.16,3.02
415838.77,7.73,2.56,162310.62,3.02
415787.05,7.73,2.56,162281.13,3.02
415735.33,7.73,2.56,162197.52,3.02
415872.15,7.74,2.57,162320.13,3.02
415575.45,7.73,2.56,162057.96,3.02
415314.74,7.73,2.56,161795.62,3.01
415173.2,7.73,2.55,161994.15,3.01
415310.02,7.73,2.56,162115.88,3.02
414896.23,7.73,2.56,162115.88,3.02
415033.06,7.74,2.57,162238.49,3.02
414981.33,7.74,2.57,162181.5,3.02
414929.61,7.74,2.57,162152.0,3.02
414877.88,7.74,2.57,162068.39,3.02
415256.57,7.75,2.58,162085.51,3.02
415204.85,7.75,2.58,162406.33,3.03
414991.42,7.74,2.57,162160.9,3.03
415362.14,7.75,2.58,162694.06,3.04
415882.36,7.76,2.59,163922.51,3.06
416196.38,7.77,2.6,166251.58,3.1
416567.1,7.78,2.6,166251.58,3.1
416567.1,7.78,2.6,166251.58,3.1
416703.93,7.78,2.61,166374.2,3.11
416652.2,7.78,2.61,166317.2,3.11
416600.48,7.78,2.61,166204.1,3.1
416737.3,7.79,2.61,166382.82,3.11
416685.58,7.79,2.61,166382.82,3.11
416822.41,7.79,2.62,166382.82,3.11
416770.68,7.79,2.62,167008.35,3.12
416718.96,7.79,2.62,166988.03,3.12
416855.78,7.79,2.62,167073.97,3.12
416493.34,7.79,2.62,166683.6,3.12
416630.17,7.79,2.62,166806.22,3.12
416578.44,7.79,2.62,166749.22,3.12
416526.72,7.79,2.62,166728.91,3.12
416475.0,7.79,2.62,166636.12,3.12
418171.79,7.83,2.65,167212.61,3.13
418120.07,7.83,2.65,167099.51,3.13
418068.34,7.83,2.65,167099.51,3.13
418340.75,7.83,2.66,167163.4,3.13
418711.47,7.84,2.67,167642.3,3.14
418659.74,7.84,2.67,167639.06,3.14
418608.02,7.84,2.67,167529.2,3.14
418556.3,7.84,2.67,167416.1,3.14
418504.57,7.84,2.67,167416.1,3.14
418641.4,7.85,2.67,167538.72,3.14
418641.4,7.85,2.67,167538.72,3.14
418278.96,7.84,2.67,167268.87,3.14
418227.23,7.84,2.67,167211.87,3.13
418364.06,7.84,2.67,167334.49,3.14
418500.88,7.85,2.68,167456.21,3.14
418449.16,7.85,2.68,167343.11,3.14
418397.43,7.85,2.68,167343.11,3.14
418534.26,7.85,2.68,167465.73,3.14
418904.98,7.86,2.69,167766.65,3.15
418853.25,7.86,2.69,167653.55,3.15
418559.12,7.86,2.68,167357.5,3.14
418507.4,7.86,2.68,167357.5,3.14
418507.4,7.86,2.68,167357.5,3.14
418144.96,7.85,2.68,167068.19,3.14
418093.23,7.85,2.68,166955.09,3.14
418041.51,7.85,2.68,166955.09,3.14
418494.88,7.86,2.69,167081.64,3.14
418443.16,7.86,2.69,167390.45,3.14
418391.44,7.86,2.69,167277.35,3.14
418339.71,7.86,2.69,167277.35,3.14
418135.02,7.86,2.69,167013.26,3.14
418588.39,7.87,2.7,167139.8,3.14
418536.67,7.87,2.7,167370.08,3.15
418673.49,7.87,2.7,167492.7,3.15
418621.77,7.87,2.7,167443.15,3.15
418758.6,7.88,2.7,167565.77,3.15
418706.87,7.88,2.7,167508.77,3.15
418655.15,7.88,2.7,167488.46,3.15
418358.45,7.87,2.7,167226.28,3.15
418306.72,7.87,2.7,167133.5,3.15
418306.72,7.87,2.7,167133.5,3.15
418443.55,7.88,2.7,167256.12,3.15
418391.82,7.88,2.7,167206.57,3.15
418340.1,7.88,2.71,167093.47,3.15
418288.38,7.88,2.71,167093.47,3.15
418667.06,7.89,2.71,167093.47,3.15
419037.78,7.89,2.72,167527.36,3.16
418986.06,7.89,2.72,167713.21,3.16
418934.33,7.89,2.72,167890.98,3.16
418571.89,7.89,2.72,167603.62,3.16
418520.17,7.89,2.72,167538.62,3.16
418159.76,7.88,2.71,167158.47,3.15
418108.03,7.88,2.71,167110.37,3.15
418056.31,7.88,2.71,167090.05,3.15
418056.31,7.88,2.71,167090.05,3.15
418056.31,7.88,2.71,167090.05,3.15
418004.58,7.88,2.71,166997.26,3.15
418375.3,7.89,2.72,167126.44,3.15
418323.58,7.89,2.72,167325.53,3.16
418271.85,7.89,2.72,167322.29,3.16
418220.13,7.89,2.72,167212.43,3.16
418356.95,7.9,2.73,167335.05,3.16
418305.23,7.9,2.73,167278.05,3.16
418253.51,7.9,2.73,167164.95,3.16
418390.33,7.9,2.73,167351.12,3.16
418027.89,7.9,2.72,166969.75,3.15
418481.26,7.91,2.73,167096.3,3.16
418429.54,7.91,2.73,167326.58,3.16
418377.82,7.91,2.73,167323.34,3.16
418326.09,7.91,2.73,167213.48,3.16
418154.39,7.9,2.73,167079.59,3.16
418291.21,7.91,2.74,167202.21,3.16
418187.76,7.91,2.74,167089.1,3.16
418136.04,7.91,2.74,167039.56,3.16
418084.31,7.91,2.74,167036.32,3.16
418221.14,7.91,2.74,167105.18,3.16
418357.97,7.92,2.75,167227.8,3.16
418306.24,7.92,2.75,167170.8,3.16
418254.52,7.92,2.75,167190.29,3.17
418691.85,7.93,2.75,167514.17,3.17
418640.13,7.93,2.76,167405.85,3.17
418231.07,7.92,2.75,167029.38,3.16
418179.35,7.92,2.75,167024.6,3.16
418316.17,7.93,2.75,167147.21,3.17
418264.45,7.93,2.75,167097.67,3.17
418212.72,7.93,2.75,167094.43,3.17
418349.55,7.93,2.76,167163.29,3.17
418297.83,7.93,2.76,167051.05,3.17
418434.65,7.93,2.76,167236.36,3.17
418707.06,7.94,2.77,167300.25,3.17
419077.78,7.95,2.78,167779.15,3.18
419026.05,7.95,2.78,167775.91,3.18
418916.05,7.95,2.77,167665.91,3.18
418864.33,7.95,2.78,167556.05,3.18
418511.89,7.94,2.77,167297.04,3.17
418882.6,7.95,2.78,167297.04,3.17
418662.2,7.95,2.77,167092.67,3.17
418610.47,7.95,2.77,167092.67,3.17
418981.19,7.95,2.78,167828.0,3.19
418717.53,7.95,2.78,167092.67,3.17
418665.8,7.95,2.78,167689.01,3.18
418303.36,7.94,2.77,167299.61,3.18
418303.36,7.94,2.77,167299.61,3.18
418575.77,7.95,2.78,167363.51,3.18
418524.04,7.95,2.78,167512.79,3.18
418472.32,7.95,2.78,167399.68,3.18
418420.6,7.95,2.78,167399.68,3.18
418368.87,7.95,2.78,167287.44,3.18
418317.15,7.95,2.78,167286.58,3.18
418265.42,7.95,2.78,167173.48,3.18
418213.7,7.95,2.78,167173.48,3.18
418584.42,7.96,2.79,167288.42,3.18
418532.69,7.96,2.79,167455.41,3.19
418480.97,7.96,2.79,167342.3,3.18
418118.53,7.96,2.78,167007.28,3.18
417825.14,7.95,2.78,166711.24,3.17
418195.85,7.96,2.79,167152.66,3.18
418144.13,7.96,2.79,167044.34,3.18
417791.69,7.95,2.78,166672.91,3.17
417739.96,7.95,2.78,166668.13,3.17
417688.24,7.95,2.78,166555.03,3.17
417636.51,7.95,2.78,166555.03,3.17
417584.79,7.96,2.78,166525.54,3.17
417721.62,7.96,2.79,166620.65,3.17
417669.89,7.96,2.79,166507.55,3.17
417618.17,7.96,2.79,166507.55,3.17
417566.44,7.96,2.79,166504.31,3.17
417514.72,7.96,2.79,166394.45,3.17
417514.72,7.96,2.79,166394.45,3.17
417310.59,7.96,2.79,166187.56,3.17
417447.42,7.96,2.79,166310.18,3.17
417230.43,7.96,2.79,166104.57,3.17
417178.71,7.96,2.79,166055.03,3.17
417126.98,7.96,2.79,166034.71,3.17
417075.26,7.96,2.79,165941.93,3.17
417023.53,7.96,2.79,165828.82,3.17
416971.81,7.96,2.79,165828.82,3.17
416920.09,7.96,2.79,165715.72,3.16
416868.36,7.96,2.79,165715.72,3.16
416816.64,7.96,2.79,165602.62,3.16
416764.91,7.96,2.79,165602.62,3.16
416713.19,7.96,2.79,165582.3,3.16
416850.02,7.97,2.79,165668.24,3.17
417287.35,7.98,2.8,165555.14,3.16
417658.07,7.98,2.81,165555.14,3.16
417658.07,7.98,2.81,165555.14,3.16
417606.35,7.98,2.81,166078.42,3.18
417554.62,7.98,2.81,166078.42,3.18
417502.9,7.99,2.81,166441.08,3.18
417451.17,7.99,2.81,166477.52,3.18
417588.0,7.99,2.82,166600.14,3.19
417536.27,7.99,2.82,166550.82,3.19
417484.55,7.99,2.82,166437.72,3.19
417432.83,7.99,2.82,166437.72,3.19
417381.1,7.99,2.82,166417.4,3.19
417329.38,7.99,2.82,166324.62,3.19
416920.32,7.99,2.81,165881.34,3.18
416920.32,7.99,2.81,165881.34,3.18
417057.14,7.99,2.82,166003.96,3.18
417193.97,7.99,2.82,166125.68,3.18
417142.25,7.99,2.82,166096.19,3.18
417279.07,8.0,2.83,166191.3,3.19
417227.35,8.0,2.83,166170.99,3.19
417227.35,8.0,2.83,166170.99,3.19
417175.62,8.0,2.83,166078.2,3.18
416961.58,8.0,2.82,165887.05,3.18
416909.85,8.0,2.82,165857.56,3.18
416858.13,8.0,2.82,165773.95,3.18
416858.13,8.0,2.82,165773.95,3.18
416806.41,8.0,2.82,165770.71,3.18
417168.56,8.0,2.83,166084.61,3.19
416874.43,8.0,2.83,165788.34,3.18
417011.25,8.0,2.83,165910.95,3.18
416959.53,8.0,2.83,165853.96,3.18
416907.81,8.0,2.83,165824.47,3.18
417278.52,8.01,2.84,166135.88,3.19
417278.52,8.01,2.84,166135.88,3.19
417550.93,8.02,2.85,166199.78,3.19
