ow,dr,tn,ts,if,ccmd,policy,de,gs,scmd,unscheduled,origin_pods,memory_init_schedule,gpu_init_schedule,milli_gpu_init_schedule,memory_amount_init_schedule,gpu_amount_init_schedule,milli_gpu_amount_init_schedule,q1_lack_both_init_schedule,q2_lack_gpu_init_schedule,q3_satisfied_init_schedule,q4_lack_cpu_init_schedule,xl_satisfied_init_schedule,xr_lack_cpu_init_schedule,no_access_init_schedule,frag_gpu_milli_init_schedule,memory_total,gpu_total,milli_gpu_total
cpu050,0.0,1.3,42,1.0,4df0,DotProd1000demergemd30cc,merge,random,30cc,2715,7439,52.2,98.7,93.2,275721524084736.0,6133.0,5791370.0,49.59,18.33,1.18,25.73,0.66,4.51,0.0,98.82,528302452244480.0,6212.0,6212000.0
